0.40020,-0.83582,-0.48016
0.19748,-0.87903,-0.31559
0.24903,-0.95042,-0.38180
0.19752,-0.85284,-0.13540
0.48338,-0.83781,-0.36715
1.24293,-1.29007,-0.76526
0.19306,-0.77314,-0.38721
0.00197,-0.69444,-0.29279
0.29324,-0.78920,-0.34870
0.35678,-0.64488,-0.84791
0.36113,-0.64680,-0.96284
0.07104,-1.03631,-0.53670
-0.02867,-1.10376,-0.70717
0.22615,-1.02324,-0.52303
0.75853,-1.31029,-1.09314
0.23575,-0.79347,-0.79385
0.09777,-0.89452,-0.44224
0.43519,-0.85038,-0.57902
0.30302,-0.86887,-0.23375
0.20372,-0.78622,-0.57178
0.52611,-1.11601,-0.87067
0.11326,-0.78230,-0.62684
0.00385,-0.54387,-0.37171
0.34957,-0.83577,-0.71881
0.41965,-0.89750,-0.54833
0.30486,-0.88968,-0.65648
0.43319,-0.65563,-0.59561
0.35253,-0.98099,-0.67495
0.39635,-0.90917,-0.40077
0.27332,-1.01014,-0.49818
0.51933,-1.06067,-0.70120
0.35559,-1.30643,-0.42310
0.25722,-0.65029,-0.38332
0.18766,-0.61432,-0.42425
0.51301,-0.70912,-0.36717
0.32825,-0.83145,-0.42223
0.42257,-0.84215,-0.46749
0.44301,-0.93976,-0.50448
0.28880,-0.78429,-0.60488
0.30244,-0.57892,-0.32195
0.80520,-0.69847,-0.54437
0.33456,-0.86252,-0.48407
0.49488,-0.62257,-0.84009
0.60881,-1.17529,-0.80586
0.29040,-0.99465,-0.26636
-0.00146,-0.60264,-0.29134
0.24366,-0.76881,-0.26203
0.28153,-0.79013,-0.54010
0.72123,-1.37254,-0.60076
0.40170,-0.93734,-0.41342
0.20177,-1.07223,-0.83910
0.28157,-0.89165,-0.47677
0.30489,-1.22183,-0.84489
0.00843,-1.07815,-0.09011
0.29954,-0.68042,-0.33265
0.62197,-0.73588,-0.23467
0.98430,-1.16284,-0.37183
0.56561,-0.99568,-0.29892
0.17267,-0.73140,-0.22602
0.15269,-0.77701,-0.44712
0.42598,-1.02861,-0.63499
0.28202,-0.89065,-0.60535
0.08221,-1.02029,-0.54644
0.07679,-0.60506,-0.45691
0.19005,-0.58855,-0.59130
0.11945,-0.39326,-0.76376
0.30395,-0.88681,-0.40031
0.02878,-0.86639,-0.19437
-0.49397,-0.83031,-0.22519
-0.49106,-0.82108,-0.25246
-0.54649,-0.79048,-0.21498
-0.55185,-0.78416,-0.23447
-0.51586,-0.79534,-0.23884
-0.52901,-0.77056,-0.27683
-0.57714,-0.76036,-0.22961
-0.56110,-0.77687,-0.27002
-0.58637,-0.77492,-0.23496
-0.46047,-0.77978,-0.37519
-0.52704,-0.78854,-0.21693
-0.45901,-0.78756,-0.37276
-0.49594,-0.80019,-0.29241
-0.51781,-0.79242,-0.25929
-0.18809,-0.80127,-0.09655
0.22810,-0.92661,-0.42321
0.11965,-0.92561,-0.46950
-0.06661,-0.83960,-0.47151
-0.06806,-0.86874,-0.46177
-0.02526,-0.88381,-0.43789
-0.02632,-0.79536,-0.72379
0.13797,-0.71087,-0.89763
0.08353,-0.89636,-1.00475
-0.10743,-0.97265,-0.50851
-0.10211,-0.85512,-0.52314
0.20657,-0.79055,-0.82698
0.09479,-0.95469,-0.73688
0.06893,-0.54965,-0.68874
-0.08134,-0.41461,-0.64790
-0.07785,-0.47052,-0.33668
0.09668,-0.69826,-0.72475
-0.13437,-0.92928,-1.26438
-0.06275,-0.88619,-0.65121
0.05884,-0.79447,-0.44860
0.20279,-0.70517,-0.28640
0.15758,-0.74547,-0.28543
0.09045,-0.79059,-0.45492
0.25334,-0.84064,-0.53182
0.30479,-0.99014,-1.02464
-0.02880,-0.57682,-0.68487
0.82664,-1.06365,-0.75274
-0.03412,-0.77204,-0.77444
-0.08858,-0.62927,-0.65078
-0.03506,-0.49723,-0.39657
0.10746,-0.65754,-0.36533
-0.02047,-0.75653,-0.61519
0.26017,-0.87562,-0.46217
0.40693,-0.84500,-0.78065
0.16137,-0.77890,-0.70718
0.13913,-0.85425,-0.27762
0.44946,-1.38028,-0.42112
0.28785,-0.71196,-0.47145
0.43760,-0.64740,-0.46655
0.10017,-0.79011,-0.44567
0.32671,-0.66630,-0.55814
0.25436,-0.79940,-0.27225
0.66281,-1.15445,-0.65828
0.36662,-1.04702,-0.78890
-0.12839,-0.64290,-0.40436
0.06322,-0.53517,-0.18614
0.15219,-0.56480,-0.27865
0.44299,-0.73872,-0.38179
0.15280,-0.93248,-0.14173
0.26464,-1.06555,-0.28096
-0.03145,-1.19224,-0.24936
0.39927,-0.89170,-0.36181
0.08371,-0.82123,-0.21044
-0.00777,-0.78523,-0.42037
0.17757,-0.79164,-0.14175
0.36376,-1.01016,-0.54248
-0.00142,-0.74834,-0.28645
0.38179,-1.04709,-0.43045
0.09421,-0.39961,-0.56458
0.43135,-0.96550,-0.48792
0.44646,-0.76354,-0.14802
0.27524,-0.70567,-0.32827
0.12790,-0.89063,-0.52795
-0.08257,-1.14848,-0.43250
-0.14140,-1.24219,-0.49288
-0.07240,-0.71726,-0.19150
0.04769,-0.72359,-0.25235
0.04773,-0.94699,-0.31221
-0.01013,-1.05186,-0.39694
0.38523,-1.11413,-0.34716
0.00742,-1.08832,-0.24157
0.08034,-0.94022,-0.17973
0.06915,-0.96449,-0.23574
0.10808,-0.97715,-0.12566
0.30599,-1.06072,-0.18891
0.57881,-1.05352,-0.09923
0.72074,-0.99088,-0.23118
0.37797,-1.06171,-0.15480
0.34003,-1.05975,-0.20838
0.33755,-0.92133,-0.26198
0.17176,-0.97521,-0.20941
0.19996,-0.95142,-0.20795
0.20435,-0.98639,-0.16849
0.03809,-1.02134,-0.05359
0.04241,-0.94992,-0.21334
0.00643,-0.93972,-0.18170
0.04246,-1.07815,-0.11738
0.04049,-0.98781,-0.15782
0.06139,-0.95576,-0.15051
0.07598,-0.96160,-0.14369
0.06966,-0.95626,-0.13054
0.09008,-0.96937,-0.16268
0.08911,-0.97326,-0.14368
0.09642,-0.98540,-0.11592
0.10176,-0.96646,-0.12518
0.11440,-1.01503,-0.16315
0.05312,-0.99558,-0.19580
0.04435,-0.94604,-0.20312
0.04244,-0.98879,-0.13347
0.02346,-0.96450,-0.15052
0.03708,-0.97324,-0.13834
0.03173,-0.97081,-0.13737
0.17670,-1.02625,0.04239
0.01718,-0.79603,0.17916
0.19323,-1.40597,-0.31744
0.08720,-1.00922,-0.02582
0.04924,-0.90090,-0.05848
-0.02509,-0.98833,0.10418
-0.22939,-0.85956,-0.01960
-0.01685,-1.06552,-0.04580
0.19754,-1.04903,-0.25225
0.03466,-1.18836,-0.29658
0.19122,-0.94220,-0.13100
0.15478,-0.90531,0.00876
-0.06689,-1.31124,-0.11833
0.09591,-1.26071,-0.44655
0.22972,-1.14233,0.02051
0.00059,-0.86882,-0.11012
-0.01072,-0.68323,-0.43987
0.40828,-1.46681,0.10244
-0.22219,-0.89153,-0.44037
0.33503,-0.72169,-0.40861
-0.04616,-0.75076,-0.27818
-0.00440,-0.57301,-0.35271
0.42507,-1.12480,-0.45672
-0.11610,-0.97709,-0.16809
0.11140,-0.96834,-0.46950
0.11057,-0.89270,0.17238
0.21147,-0.84302,-0.70959
-0.25470,-1.18292,-0.45104
0.06774,-1.19663,-0.27758
-0.12448,-0.51376,-0.19155
0.08799,-0.71530,-0.48903
0.11958,-0.57351,-0.40869
0.24024,-0.66294,-0.23234
0.01704,-0.85565,-0.43886
0.16256,-1.22579,-0.27755
0.39258,-1.44922,-0.44206
0.01716,-0.79844,0.07104
0.21016,-1.07912,-0.36523
0.39983,-0.94080,-0.10806
-0.03391,-0.94312,-0.10330
0.11046,-0.65760,-0.02150
0.07448,-0.93049,-0.27081
-0.21765,-1.29954,-0.20409
-0.04264,-1.05336,-0.13055
-0.27327,-0.59142,-0.22956
-0.27518,-0.70118,-0.21445
-0.15563,-0.50596,-0.28848
0.05697,-0.93971,-0.30101
-0.15078,-0.77787,-0.59817
-0.05970,-1.10286,-0.31561
0.22141,-1.03449,-0.07887
-0.22443,-1.12378,0.10806
0.23178,-1.34442,0.28646
-0.15753,-1.14307,-0.71742
0.47719,-1.28124,-0.25457
0.08275,-1.07179,-0.41396
0.17415,-0.81300,-0.20652
0.15470,-0.98003,-0.37792
0.11576,-0.77993,-0.33365
-0.05662,-1.19087,0.23961
-0.09804,-1.10047,-0.04533
-0.24455,-0.76528,-0.27920
0.29546,-1.37744,0.17642
0.13704,-0.58271,-0.60593
0.25628,-0.87124,-0.47337
0.10458,-0.65563,-0.18221
0.19648,-0.72751,-0.30101
0.14889,-0.70132,-0.01612
0.27729,-1.22337,-0.40512
0.80486,-1.22980,-0.47999
0.11975,-1.01211,-0.17679
-0.04375,-0.82747,-0.43790
0.16875,-0.77071,-0.38624
-0.04279,-0.59244,-0.28843
0.19798,-0.67315,-0.07797
0.21894,-0.84315,-0.04578
-0.16042,-0.97799,-0.47200
0.11245,-1.10728,-0.27466
-0.10431,-1.11314,0.16604
0.10079,-0.96987,-0.09644
0.00640,-0.86540,-0.21580
-0.09764,-0.96056,-0.25234
0.16065,-1.27000,-0.19864
0.00008,-0.94795,-0.31368
0.06816,-0.83143,-0.16271
0.13425,-0.83822,-0.32730
0.13909,-0.71924,-0.30103
0.16203,-0.94995,-0.21477
-0.09034,-0.86637,-0.12476
-0.08499,-0.93338,-0.16614
-0.02857,-0.96740,-0.15053
0.14459,-1.10392,-0.09153
-0.04216,-0.93537,-0.02197
-0.01930,-0.97422,-0.04485
0.01425,-0.96597,-0.05020
-0.02074,-0.98928,-0.00296
0.00210,-0.97520,-0.02049
0.00843,-1.00822,-0.04288
0.00016,-0.99851,-0.01756
-0.05188,-0.95965,-0.02197
0.25882,-0.96456,-0.13147
-0.24017,-0.50890,-0.02161
-0.15941,-0.64103,0.00717
-0.08503,-0.70999,-0.13306
0.00839,-0.93147,-0.11254
-0.45692,-1.22953,-0.24166
-0.17340,-0.98490,0.10804
0.16831,-0.85961,-0.26641
