0.02739,-0.96453,0.01361
0.09741,-1.01116,-0.05358
-0.01931,-0.99072,-0.09744
0.05801,-0.98735,-0.06382
-0.00959,-0.96450,-0.09744
0.03614,-0.94219,-0.00101
-0.00417,-0.98980,0.14997
0.04150,-1.00386,-0.02145
-0.03824,-0.96938,0.06278
0.01378,-0.97909,0.00484
-0.06789,-0.97423,0.07933
0.04538,-0.98929,-0.04824
0.03614,-0.96259,0.00484
0.06242,-0.97183,0.06475
-0.01785,-0.88632,-0.01321
0.19760,-1.15299,-0.09249
0.05215,-0.80184,0.01504
0.00209,-0.95188,-0.06530
-0.06793,-0.89263,0.00772
0.00156,-1.04314,-0.29077
-0.04992,-0.90479,0.07835
0.13142,-1.04611,-0.19236
0.02257,-0.96164,0.17724
-0.00914,-0.77510,-0.06534
-0.21426,-1.50055,-0.45730
0.01277,-0.79552,0.02136
-0.00135,-0.90524,-0.14080
-0.24789,-0.96442,-0.21975
-0.07967,-0.70708,-0.07462
-0.06751,-0.81489,-0.17541
-0.04215,-0.88972,0.04231
0.01178,-0.79453,-0.04682
0.02252,-1.35832,-0.40029
-0.07231,-0.94992,-0.05120
-0.12102,-0.93237,-0.36826
-0.10436,-1.14514,-0.09110
0.12020,-0.76153,-0.08186
0.07249,-0.82120,-0.32830
0.06484,-1.31707,-0.32528
-0.17451,-0.76969,-0.20954
-0.26976,-1.20769,-0.40039
-0.10545,-0.79982,-0.20075
-0.06465,-0.79154,-0.36243
-0.17838,-0.97801,-0.34976
-0.09478,-0.89157,-0.41015
-0.20362,-1.02125,-0.19878
-0.15014,-0.90472,-0.12720
0.14020,-0.99757,-0.04480
-0.11267,-0.78967,0.09925
-0.12538,-0.75951,-0.14183
-0.21186,-1.10916,-0.19682
-0.06700,-0.79451,-0.07217
-0.01789,-1.48501,-0.72999
-0.04900,-0.81492,-0.03125
-0.17841,-0.84591,-0.34881
0.13292,-0.84802,0.14900
-0.08984,-0.82656,-0.04781
-0.11373,-1.00423,-0.45688
-0.14670,-1.03246,-0.09113
-0.07430,-0.99747,-0.27083
-0.05282,-0.97132,0.06472
-0.10202,-0.97998,-0.27376
-0.22256,-1.14217,-0.23091
-0.08789,-0.86153,-0.05463
-0.03246,-1.18688,-0.36527
-0.04166,-0.98539,-0.02926
-0.15505,-0.85322,-0.25140
-0.08058,-0.88776,-0.00786
-0.05922,-1.04216,-0.28640
0.05856,-0.92864,0.22984
-0.12099,-0.90908,-0.24846
-0.15062,-1.10527,-0.28106
0.02588,-0.90913,-0.16709
-0.11321,-0.77992,-0.10091
-0.14916,-0.91201,-0.10528
-0.06790,-0.99851,0.03210
-0.04556,-0.99169,-0.06530
0.02980,-0.93635,-0.06383
0.02593,-0.96549,-0.02049
0.01086,-0.96501,-0.00490
0.01524,-0.98541,0.01896
0.04880,-0.99027,0.01508
-0.01930,-0.98733,-0.07747
0.07555,-0.96698,0.07450
0.09889,-0.96796,0.06671
-0.01003,-1.01018,0.05939
0.07458,-0.94027,0.10566
0.10619,-1.04226,0.04335
0.09598,-0.93348,0.12027
0.06339,-0.93978,0.07644
0.07166,-0.96552,0.07693
0.02207,-0.95629,0.10370
0.00405,-0.91694,0.05645
0.04437,-0.89555,-0.10183
-0.10538,-0.81590,0.07734
-0.10007,-0.84305,-0.13109
-0.13352,-1.22575,-0.10181
0.03706,-0.77462,-0.05266
0.07446,-1.61707,-1.03627
0.03814,-1.12626,0.04773
0.03269,-0.82464,-0.06532
-0.13599,-1.15338,-0.16854
-0.12533,-0.95330,-0.11793
-0.09132,-0.97076,-0.25769
0.03231,-1.13258,0.05455
0.09740,-1.03543,-0.12809
-0.16667,-1.26065,-0.44321
0.08419,-0.71586,-0.11208
-0.07619,-1.05627,-0.13348
-0.21097,-0.76871,-0.19786
-0.19877,-0.80371,-0.03129
-0.19971,-0.99554,-0.09554
-0.08986,-0.81392,-0.09165
-0.04457,-1.11698,-0.12713
-0.02222,-0.88390,0.04475
-0.18515,-0.73865,0.02374
-0.00859,-1.22479,-0.22207
-0.07426,-0.99167,-0.12960
0.03366,-0.78726,-0.02441
-0.06402,-1.19176,-0.19238
-0.05289,-0.79160,-0.03564
-0.26101,-0.99453,-0.21585
-0.12724,-1.10385,-0.11985
-0.21581,-0.66724,-0.00112
-0.05096,-0.82559,-0.10284
-0.08834,-0.88777,0.05934
-0.27855,-0.69927,-0.05957
-0.29986,-1.13780,-0.16080
-0.13604,-0.80566,-0.05026
-0.08202,-0.96061,0.00238
-0.07612,-1.07186,0.15240
0.06870,-0.77223,0.10124
-0.17345,-1.14607,-0.25524
-0.20995,-0.94986,-0.17785
-0.04121,-0.88485,-0.07896
-0.17201,-0.92949,-0.09993
-0.30669,-1.01202,-0.11261
-0.06161,-0.83339,0.07005
-0.13747,-1.36070,-0.44075
-0.11701,-0.92032,0.10756
-0.17931,-0.71826,0.07682
-0.21669,-1.01013,0.04667
-0.21670,-0.94311,0.07491
0.05650,-0.81201,-0.11742
-0.09268,-1.10340,-0.00685
-0.04649,-0.98007,0.10174
-0.03193,-0.75231,0.20154
-0.25410,-1.16552,0.00140
-0.05485,-0.88725,-0.17442
-0.10733,-0.90281,-0.04488
-0.08788,-0.97176,-0.10672
-0.10292,-0.98538,-0.00931
-0.08397,-1.15921,-0.21674
-0.12383,-0.99072,0.01698
-0.03677,-0.80575,0.27168
-0.06010,-0.93588,0.18014
0.03812,-0.94319,0.16750
0.03861,-0.96067,0.14023
0.01284,-0.95095,0.14363
0.03959,-0.93446,0.21620
-0.03823,-0.86159,0.19961
0.05661,-0.99128,0.16800
0.03180,-0.98641,0.12904
0.04590,-0.97378,0.13293
0.03716,-0.98010,0.14267
0.02694,-0.95096,0.15874
0.02548,-0.94998,0.14169
0.02791,-0.94998,0.15094
0.04348,-0.94611,0.17627
0.06002,-0.96748,0.18261
0.02791,-0.94950,0.16555
0.02889,-0.96067,0.17237
0.03132,-0.93542,0.18942
0.03425,-0.95485,0.20793
0.05126,-0.94223,0.20988
0.06147,-0.94612,0.19089
0.00456,-0.89170,0.17430
0.10281,-0.94710,0.19820
0.05710,-0.93835,0.21816
0.08823,-0.96070,0.21720
0.07266,-0.96360,0.20063
0.05710,-0.95777,0.19965
0.04591,-0.94223,0.20062
0.06391,-0.95146,0.21621
0.05856,-0.94029,0.22011
0.06634,-0.95098,0.21329
0.07850,-0.96749,0.21622
0.06927,-0.96895,0.22791
0.05710,-0.94806,0.21865
0.04885,-0.95778,0.24689
0.11058,-0.83250,0.26783
-0.02368,-0.93682,-0.03852
-0.30366,-1.21799,0.13046
-0.10340,-0.98393,0.05108
-0.05338,-0.70808,0.04227
-0.07070,-1.30353,0.19628
-0.01776,-1.32389,-0.07936
-0.13596,-0.95674,0.12558
-0.10783,-0.69351,0.08657
-0.01397,-0.84407,-0.01273
-0.10190,-1.19275,-0.02047
-0.17290,-1.05434,0.09539
0.06186,-0.76444,-0.02246
-0.13946,-1.29123,-0.58784
-0.12096,-0.83141,-0.02931
-0.22647,-0.87461,-0.05758
-0.34320,-1.00469,-0.29671
-0.13454,-0.82950,0.12653
-0.10297,-0.91008,-0.10868
-0.16471,-1.21210,-0.35458
-0.17199,-1.03682,-0.11208
-0.11078,-0.75467,-0.10238
-0.27994,-1.13245,-0.23190
-0.33489,-0.86634,0.01934
-0.19152,-0.76872,-0.16425
-0.32820,-0.70359,-0.26657
-0.24442,-1.18492,-0.16272
-0.23672,-0.80368,-0.14039
-0.40157,-1.18190,-0.50952
-0.39723,-1.19304,-0.66682
-0.18419,-0.86149,-0.11114
-0.16181,-1.01834,-0.22994
-0.24923,-1.18302,0.04475
-0.07861,-0.95139,0.01699
-0.29943,-0.76046,-0.01817
-0.32226,-1.01734,-0.18177
-0.18273,-0.87120,-0.12575
-0.15114,-1.01104,-0.34877
-0.12040,-0.95432,0.15237
-0.31457,-0.84685,-0.34884
-0.22401,-1.06158,-0.10917
-0.14623,-1.00719,-0.15883
-0.05863,-1.05728,0.09640
-0.10928,-0.83336,-0.00886
-0.32864,-0.95078,-0.33811
-0.15839,-0.95524,-0.09553
-0.43125,-0.72350,-0.15799
-0.34695,-1.27283,0.01065
-0.18270,-0.93047,-0.05366
-0.41376,-0.84877,-0.32744
-0.27120,-0.97074,-0.12819
-0.17544,-0.86440,-0.14426
-0.04992,-1.21846,-0.24302
-0.16667,-0.95037,-0.15349
-0.23575,-0.87312,-0.21830
-0.48276,-0.62299,0.06455
-0.23471,-1.14315,-0.20753
-0.15202,-0.99557,0.05204
-0.05138,-0.92372,0.07300
-0.09467,-0.95721,-0.00932
-0.07569,-0.96062,0.02332
-0.03290,-0.96791,0.01651
-0.07959,-0.97810,-0.00785
-0.09124,-0.97714,0.06569
-0.07569,-0.95431,0.03939
-0.04457,-0.96840,0.02236
-0.00421,-1.05630,-0.05116
-0.12971,-0.93921,-0.11891
-0.27260,-1.13054,-0.03952
-0.07964,-0.75081,-0.00399
-0.07236,-0.92075,-0.21240
-0.09652,-1.26902,0.04772
-0.16963,-0.90274,-0.29133
-0.33486,-1.18927,-0.17248
-0.36309,-1.20138,-0.28012
0.00928,-0.80468,-0.29910
-0.30567,-1.40439,-0.32195
-0.19977,-0.79349,-0.14720
-0.31889,-0.91778,-0.22318
-0.29843,-1.06640,-0.20269
-0.16480,-0.75219,-0.27285
-0.25181,-0.81872,-0.21344
-0.28724,-1.05426,-0.16860
-0.15838,-0.90183,-0.00301
-0.20074,-0.84399,-0.19346
-0.18076,-0.99310,-0.16859
-0.26691,-0.77597,-0.26751
-0.20892,-1.01401,0.00869
-0.09568,-0.78966,-0.00204
-0.11910,-0.75657,-0.28501
-0.37376,-1.57918,-0.52356
-0.21484,-0.72211,-0.06150
-0.30483,-0.80510,-0.25826
-0.31734,-1.08586,-0.00789
-0.24548,-0.97897,-0.32543
-0.38799,-0.90899,-0.39074
-0.20067,-1.14995,-0.21532
-0.17984,-0.78426,-0.17155
-0.39820,-0.83129,-0.31283
-0.26484,-1.02176,-0.01665
-0.05336,-0.88971,-0.04146
0.09885,-1.17381,-0.29462
-0.12091,-0.97615,0.02136
-0.20610,-0.77211,-0.17253
-0.33001,-1.18489,-0.20706
-0.14430,-0.79839,0.01061
-0.01697,-0.73476,-0.20707
-0.25368,-1.31503,-0.39696
-0.20804,-0.85127,-0.22024
-0.22605,-0.89156,-0.30985
-0.12782,-0.72843,-0.13843
-0.20604,-1.09652,-0.23676
-0.18369,-0.97318,-0.17833
-0.25228,-0.85029,-0.18081
-0.22651,-0.98723,-0.30107
-0.14029,-1.36369,-0.08084
-0.08695,-0.78235,-0.11016
-0.13357,-1.20775,-0.26740
-0.18464,-0.91639,-0.03029
-0.23672,-0.85030,-0.16668
-0.45015,-1.10812,-0.25630
-0.13171,-0.78767,-0.20319
-0.02663,-1.29758,-0.49479
-0.17687,-0.94503,-0.09749
-0.28240,-0.88964,-0.09460
-0.31253,-0.86925,-0.02254
0.04880,-1.05535,-0.01364
0.02255,-0.99853,0.05939
0.04343,-0.95530,-0.00782
0.10421,-1.01212,-0.08085
0.11492,-0.89948,0.06475
0.10959,-0.99952,0.03701
0.03762,-0.93978,0.09737
0.01086,-0.88538,0.08908
0.15529,-0.94223,0.09204
0.06388,-0.94221,0.08569
0.06484,-0.96163,0.04673
0.08089,-0.97426,0.02580
0.07748,-0.92667,0.05452
0.09500,-0.97087,0.08278
0.08090,-0.97815,0.05258
0.10035,-0.98641,0.04285
0.04688,-0.99175,0.11297
0.17670,-0.93156,0.13101
0.05802,-0.96841,-0.03022
0.09647,-0.95679,0.11200
0.11251,-1.06119,0.00488
0.14072,-0.95098,0.15438
0.14751,-0.92572,0.10032
-0.03145,-0.97325,-0.03754
0.02348,-0.98587,-0.10620
-0.01198,-1.12574,-0.07014
0.05796,-0.76637,-0.05558
-0.07913,-0.97079,-0.13934
-0.02556,-1.14907,0.02239
-0.06165,-0.68331,0.03691
-0.30284,-0.93429,-0.21830
-0.37329,-1.19071,-0.21048
-0.07140,-0.74885,-0.09750
-0.24885,-0.97608,-0.20124
-0.17246,-1.10335,-0.14080
-0.09813,-0.75322,-0.07023
-0.14138,-1.04797,-0.24405
-0.15848,-0.71384,-0.22513
-0.10204,-0.76874,-0.16423
0.00116,-1.40350,-0.33161
-0.20703,-0.89840,-0.09361
-0.58884,-0.77878,-0.36841
-0.34512,-0.98092,-0.17058
-0.12631,-0.85666,-0.05999
-0.15112,-1.53548,-0.77189
-0.09121,-1.34716,-0.18798
-0.18174,-0.90277,-0.11357
-0.22315,-0.84007,-0.33178
-0.19486,-1.05865,-0.19390
-0.19250,-0.75220,-0.21441
-0.18615,-0.80176,-0.10969
-0.19286,-1.09657,-0.00785
-0.16470,-0.93776,-0.02736
-0.28485,-0.97703,-0.27284
-0.32371,-1.00618,-0.13258
-0.17059,-0.72455,-0.04931
-0.24450,-0.90226,-0.20953
-0.11607,-0.91592,-0.01469
-0.20606,-0.93239,-0.13743
-0.25909,-0.94886,-0.26407
-0.37087,-1.11107,-0.17884
-0.19247,-0.70609,-0.02838
-0.14771,-1.21889,-0.42666
-0.13605,-0.91200,-0.17249
-0.10640,-0.95667,-0.26841
-0.46970,-0.76619,-0.35572
-0.18273,-0.78186,-0.03031
-0.21389,-0.87116,-0.29329
-0.07520,-1.03055,-0.01660
